record_id,job_record_id,source_id,source_name,skill,evidence,collected_at
tencent_careers:2011613372172361728:skill:4,tencent_careers:2011613372172361728,tencent_careers,Tencent Careers,Testing,腾讯云-泰国印尼市场售前架构师 作为腾讯云亚太二区的高级解决方案架构师，您将推动腾讯云在东南亚市场的技术落地与业务发展。该岗位融合解决方案架构设计、客户需求洞察与项目推进能力，深度参与本地客户及合作伙伴的技术方案设计与交付。您将与销售、产品、市场等跨职能团队紧密协作，打造符合本地场景的解决方案，为腾讯云在东南亚的长期布局提供关键技术与方案支持。 在这里，您可以： 1.获得国际视野的快速学习成长机会； 2.与多元化优秀团队共同参与一段兴奋的高增长之旅； 3.站上中国工程师红利潮头舞台，大展拳脚，我们搭建好了一个英雄辈出的舞台，期盼优秀的“长江后浪”滚滚而来。 注意：该岗位为泰国/印尼区域SA，前期将base深圳总部办公，初期根据业务需求频繁出差支持海外项目；待泰国/印尼公司主体及工作签证获批后，将转入当地并长期常驻。 主要职责 1.面向泰国/印尼客户及合作伙伴，主导腾讯云解决方案的设计与交付，确保项目落地效果； 2.深度理解客户需求，结合行业痛点和腾讯云产品能力，制定场景化行业解决方案； 3.针对重点行业与客户开展售前咨询、技术宣讲与解决方案培训，赋能本地业务团队； 4.持续更新解决方案,2026-07-20T14:33:38+08:00
tencent_careers:2011613372172361728:skill:5,tencent_careers:2011613372172361728,tencent_careers,Tencent Careers,Product,腾讯云-泰国印尼市场售前架构师 作为腾讯云亚太二区的高级解决方案架构师，您将推动腾讯云在东南亚市场的技术落地与业务发展。该岗位融合解决方案架构设计、客户需求洞察与项目推进能力，深度参与本地客户及合作伙伴的技术方案设计与交付。您将与销售、产品、市场等跨职能团队紧密协作，打造符合本地场景的解决方案，为腾讯云在东南亚的长期布局提供关键技术与方案支持。 在这里，您可以： 1.获得国际视野的快速学习成长机会； 2.与多元化优秀团队共同参与一段兴奋的高增长之旅； 3.站上中国工程师红利潮头舞台，大展拳脚，我们搭建好了一个英雄辈出的舞台，期盼优秀的“长江后浪”滚滚而来。 注意：该岗位为泰国/印尼区域SA，前期将base深圳总部办公，初期根据业务需求频繁出差支持海外项目；待泰国/印尼公司主体及工作签证获批后，将转入当地并长期常驻。 主要职责 1.面向泰国/印尼客户及合作伙伴，主导腾讯云解决方案的设计与交付，确保项目落地效果； 2.深度理解客户需求，结合行业痛点和腾讯云产品能力，制定场景化行业解决方案； 3.针对重点行业与客户开展售前咨询、技术宣讲与解决方案培训，赋能本地业务团队； 4.持续更新解决方案,2026-07-20T14:33:38+08:00
tencent_careers:2011613372172361728:skill:6,tencent_careers:2011613372172361728,tencent_careers,Tencent Careers,Marketing,腾讯云-泰国印尼市场售前架构师 作为腾讯云亚太二区的高级解决方案架构师，您将推动腾讯云在东南亚市场的技术落地与业务发展。该岗位融合解决方案架构设计、客户需求洞察与项目推进能力，深度参与本地客户及合作伙伴的技术方案设计与交付。您将与销售、产品、市场等跨职能团队紧密协作，打造符合本地场景的解决方案，为腾讯云在东南亚的长期布局提供关键技术与方案支持。 在这里，您可以： 1.获得国际视野的快速学习成长机会； 2.与多元化优秀团队共同参与一段兴奋的高增长之旅； 3.站上中国工程师红利潮头舞台，大展拳脚，我们搭建好了一个英雄辈出的舞台，期盼优秀的“长江后浪”滚滚而来。 注意：该岗位为泰国/印尼区域SA，前期将base深圳总部办公，初期根据业务需求频繁出差支持海外项目；待泰国/印尼公司主体及工作签证获批后，将转入当地并长期常驻。 主要职责 1.面向泰国/印尼客户及合作伙伴，主导腾讯云解决方案的设计与交付，确保项目落地效果； 2.深度理解客户需求，结合行业痛点和腾讯云产品能力，制定场景化行业解决方案； 3.针对重点行业与客户开展售前咨询、技术宣讲与解决方案培训，赋能本地业务团队； 4.持续更新解决方案,2026-07-20T14:33:38+08:00
tencent_careers:2011613372172361728:skill:7,tencent_careers:2011613372172361728,tencent_careers,Tencent Careers,Design,腾讯云-泰国印尼市场售前架构师 作为腾讯云亚太二区的高级解决方案架构师，您将推动腾讯云在东南亚市场的技术落地与业务发展。该岗位融合解决方案架构设计、客户需求洞察与项目推进能力，深度参与本地客户及合作伙伴的技术方案设计与交付。您将与销售、产品、市场等跨职能团队紧密协作，打造符合本地场景的解决方案，为腾讯云在东南亚的长期布局提供关键技术与方案支持。 在这里，您可以： 1.获得国际视野的快速学习成长机会； 2.与多元化优秀团队共同参与一段兴奋的高增长之旅； 3.站上中国工程师红利潮头舞台，大展拳脚，我们搭建好了一个英雄辈出的舞台，期盼优秀的“长江后浪”滚滚而来。 注意：该岗位为泰国/印尼区域SA，前期将base深圳总部办公，初期根据业务需求频繁出差支持海外项目；待泰国/印尼公司主体及工作签证获批后，将转入当地并长期常驻。 主要职责 1.面向泰国/印尼客户及合作伙伴，主导腾讯云解决方案的设计与交付，确保项目落地效果； 2.深度理解客户需求，结合行业痛点和腾讯云产品能力，制定场景化行业解决方案； 3.针对重点行业与客户开展售前咨询、技术宣讲与解决方案培训，赋能本地业务团队； 4.持续更新解决方案,2026-07-20T14:33:38+08:00
tencent_careers:2043480582519947264:skill:1,tencent_careers:2043480582519947264,tencent_careers,Tencent Careers,Security,"营销与交易产品部-云Mall 高级产品经理（电商交易平台方向） 1.负责云Mall产品线的整体产品规划，包括版本路线图、优先级决策，从电商交易全链路（商品发现→决策转化→交易履约→售后服务）出发定义产品核心能力和差异化打法； 2.主导交易核心模块的产品架构设计，包括商品管理、订单管理、结算引擎、库存管理、营销活动、售后服务等，设计可复用的产品化底座，支撑私有化部署与SaaS双模式交付； 3.从AI原生视角重新定义交易平台的产品形态，思考当AI Agent成为交易参与者时，交易平台的产品架构、交互模式、数据开放方式需要发生怎样的根本性变化，而非在现有产品上叠加AI功能； 4.前瞻性规划面向AI Agent时代的交易基建，定义交易平台如何适配""人+Agent""混合交易场景——商品如何被机器理解、交易流程如何被协议化调用、履约能力如何对外开放； 5.深度洞察品牌客户需求，区分大品牌与中腰部客户的差异化诉求，将客户需求转化为可落地的产品方案； 6.持续跟踪行业趋势与竞品动态（如业内头部标杆产品的AI化演进，AI Agent/MCP等新范式对电商交易场的重塑），转化为产品策略输入。 1.5年以上",2026-07-20T14:33:38+08:00
tencent_careers:2043480582519947264:skill:2,tencent_careers:2043480582519947264,tencent_careers,Tencent Careers,Product,"营销与交易产品部-云Mall 高级产品经理（电商交易平台方向） 1.负责云Mall产品线的整体产品规划，包括版本路线图、优先级决策，从电商交易全链路（商品发现→决策转化→交易履约→售后服务）出发定义产品核心能力和差异化打法； 2.主导交易核心模块的产品架构设计，包括商品管理、订单管理、结算引擎、库存管理、营销活动、售后服务等，设计可复用的产品化底座，支撑私有化部署与SaaS双模式交付； 3.从AI原生视角重新定义交易平台的产品形态，思考当AI Agent成为交易参与者时，交易平台的产品架构、交互模式、数据开放方式需要发生怎样的根本性变化，而非在现有产品上叠加AI功能； 4.前瞻性规划面向AI Agent时代的交易基建，定义交易平台如何适配""人+Agent""混合交易场景——商品如何被机器理解、交易流程如何被协议化调用、履约能力如何对外开放； 5.深度洞察品牌客户需求，区分大品牌与中腰部客户的差异化诉求，将客户需求转化为可落地的产品方案； 6.持续跟踪行业趋势与竞品动态（如业内头部标杆产品的AI化演进，AI Agent/MCP等新范式对电商交易场的重塑），转化为产品策略输入。 1.5年以上",2026-07-20T14:33:38+08:00
tencent_careers:2043480582519947264:skill:3,tencent_careers:2043480582519947264,tencent_careers,Tencent Careers,Design,"营销与交易产品部-云Mall 高级产品经理（电商交易平台方向） 1.负责云Mall产品线的整体产品规划，包括版本路线图、优先级决策，从电商交易全链路（商品发现→决策转化→交易履约→售后服务）出发定义产品核心能力和差异化打法； 2.主导交易核心模块的产品架构设计，包括商品管理、订单管理、结算引擎、库存管理、营销活动、售后服务等，设计可复用的产品化底座，支撑私有化部署与SaaS双模式交付； 3.从AI原生视角重新定义交易平台的产品形态，思考当AI Agent成为交易参与者时，交易平台的产品架构、交互模式、数据开放方式需要发生怎样的根本性变化，而非在现有产品上叠加AI功能； 4.前瞻性规划面向AI Agent时代的交易基建，定义交易平台如何适配""人+Agent""混合交易场景——商品如何被机器理解、交易流程如何被协议化调用、履约能力如何对外开放； 5.深度洞察品牌客户需求，区分大品牌与中腰部客户的差异化诉求，将客户需求转化为可落地的产品方案； 6.持续跟踪行业趋势与竞品动态（如业内头部标杆产品的AI化演进，AI Agent/MCP等新范式对电商交易场的重塑），转化为产品策略输入。 1.5年以上",2026-07-20T14:33:38+08:00
tencent_careers:1873621940523008000:skill:1,tencent_careers:1873621940523008000,tencent_careers,Tencent Careers,Go,对象存储多媒体数据处理研发工程师 1.负责对象存储文档、图片、视频等数据的处理服务架构设计与研发工作； 2.负责对象存储文档、图片以及视频编解码方向特性的把控，并推动相关工程化的实现与落地； 3.持续优化数据处理流程，提升系统性能与稳定性。 1.精通C/C++/GO至少一门编程语言，具备扎实的数据结构和算法基础； 2.深入理解操作系统和网络原理，有分布式系统研发经验者优先； 3.熟悉存储与计算硬件特性，了解高性能编程技术； 4.具备良好的学习能力、沟通能力和团队合作精神，能够积极面对挑战。,2026-07-20T14:33:38+08:00
tencent_careers:1873621940523008000:skill:2,tencent_careers:1873621940523008000,tencent_careers,Tencent Careers,C++,对象存储多媒体数据处理研发工程师 1.负责对象存储文档、图片、视频等数据的处理服务架构设计与研发工作； 2.负责对象存储文档、图片以及视频编解码方向特性的把控，并推动相关工程化的实现与落地； 3.持续优化数据处理流程，提升系统性能与稳定性。 1.精通C/C++/GO至少一门编程语言，具备扎实的数据结构和算法基础； 2.深入理解操作系统和网络原理，有分布式系统研发经验者优先； 3.熟悉存储与计算硬件特性，了解高性能编程技术； 4.具备良好的学习能力、沟通能力和团队合作精神，能够积极面对挑战。,2026-07-20T14:33:38+08:00
tencent_careers:1873621940523008000:skill:3,tencent_careers:1873621940523008000,tencent_careers,Tencent Careers,Microservices,对象存储多媒体数据处理研发工程师 1.负责对象存储文档、图片、视频等数据的处理服务架构设计与研发工作； 2.负责对象存储文档、图片以及视频编解码方向特性的把控，并推动相关工程化的实现与落地； 3.持续优化数据处理流程，提升系统性能与稳定性。 1.精通C/C++/GO至少一门编程语言，具备扎实的数据结构和算法基础； 2.深入理解操作系统和网络原理，有分布式系统研发经验者优先； 3.熟悉存储与计算硬件特性，了解高性能编程技术； 4.具备良好的学习能力、沟通能力和团队合作精神，能够积极面对挑战。,2026-07-20T14:33:38+08:00
tencent_careers:1873621940523008000:skill:4,tencent_careers:1873621940523008000,tencent_careers,Tencent Careers,Design,对象存储多媒体数据处理研发工程师 1.负责对象存储文档、图片、视频等数据的处理服务架构设计与研发工作； 2.负责对象存储文档、图片以及视频编解码方向特性的把控，并推动相关工程化的实现与落地； 3.持续优化数据处理流程，提升系统性能与稳定性。 1.精通C/C++/GO至少一门编程语言，具备扎实的数据结构和算法基础； 2.深入理解操作系统和网络原理，有分布式系统研发经验者优先； 3.熟悉存储与计算硬件特性，了解高性能编程技术； 4.具备良好的学习能力、沟通能力和团队合作精神，能够积极面对挑战。,2026-07-20T14:33:38+08:00
tencent_careers:1976121928498438144:skill:1,tencent_careers:1976121928498438144,tencent_careers,Tencent Careers,Python,微信视频号-大模型高级工程师 1.负责视频号推荐的产品和算法需求，包括线上推荐策略开发、模型特征开发、数据与画像开发等工作； 2.负责视频号推荐后台的架构优化，降低请求延迟和计算成本，提升推荐效果； 3.负责视频号推荐后台组件的开发，支持短视频推荐、直播推荐、红点推荐、订阅号场景视频推荐等业务。 1.计算机相关专业本科及以上学历，2年以上开发工作经验； 2.熟悉 Linux 开发环境，熟练掌握一门编程语言（C/C++等），熟悉数据结构与算法，擅长用编程解决问题，熟练掌握至少一门脚本语言（shell/python等）； 3.熟悉深度学习相关框架如tensorflow、caffe、pytorch，有底层框架优化且开源经验优先；具备扎实数学/算法功底，对机器学习、概率统计等算法原理有所了解者优先；有搜索/广告/推荐场景优化主流深度学习框架（如tensorflow）经验者优先；有推荐/搜索/广告系统服务架构研发经验者优先；有类ACM/ICPC算法竞赛背景者优先；具备海量数据处理和并行计算开发经验者优先。,2026-07-20T14:33:38+08:00
tencent_careers:1976121928498438144:skill:2,tencent_careers:1976121928498438144,tencent_careers,Tencent Careers,C++,微信视频号-大模型高级工程师 1.负责视频号推荐的产品和算法需求，包括线上推荐策略开发、模型特征开发、数据与画像开发等工作； 2.负责视频号推荐后台的架构优化，降低请求延迟和计算成本，提升推荐效果； 3.负责视频号推荐后台组件的开发，支持短视频推荐、直播推荐、红点推荐、订阅号场景视频推荐等业务。 1.计算机相关专业本科及以上学历，2年以上开发工作经验； 2.熟悉 Linux 开发环境，熟练掌握一门编程语言（C/C++等），熟悉数据结构与算法，擅长用编程解决问题，熟练掌握至少一门脚本语言（shell/python等）； 3.熟悉深度学习相关框架如tensorflow、caffe、pytorch，有底层框架优化且开源经验优先；具备扎实数学/算法功底，对机器学习、概率统计等算法原理有所了解者优先；有搜索/广告/推荐场景优化主流深度学习框架（如tensorflow）经验者优先；有推荐/搜索/广告系统服务架构研发经验者优先；有类ACM/ICPC算法竞赛背景者优先；具备海量数据处理和并行计算开发经验者优先。,2026-07-20T14:33:38+08:00
tencent_careers:1976121928498438144:skill:3,tencent_careers:1976121928498438144,tencent_careers,Tencent Careers,Linux,微信视频号-大模型高级工程师 1.负责视频号推荐的产品和算法需求，包括线上推荐策略开发、模型特征开发、数据与画像开发等工作； 2.负责视频号推荐后台的架构优化，降低请求延迟和计算成本，提升推荐效果； 3.负责视频号推荐后台组件的开发，支持短视频推荐、直播推荐、红点推荐、订阅号场景视频推荐等业务。 1.计算机相关专业本科及以上学历，2年以上开发工作经验； 2.熟悉 Linux 开发环境，熟练掌握一门编程语言（C/C++等），熟悉数据结构与算法，擅长用编程解决问题，熟练掌握至少一门脚本语言（shell/python等）； 3.熟悉深度学习相关框架如tensorflow、caffe、pytorch，有底层框架优化且开源经验优先；具备扎实数学/算法功底，对机器学习、概率统计等算法原理有所了解者优先；有搜索/广告/推荐场景优化主流深度学习框架（如tensorflow）经验者优先；有推荐/搜索/广告系统服务架构研发经验者优先；有类ACM/ICPC算法竞赛背景者优先；具备海量数据处理和并行计算开发经验者优先。,2026-07-20T14:33:38+08:00
tencent_careers:1976121928498438144:skill:4,tencent_careers:1976121928498438144,tencent_careers,Tencent Careers,Machine Learning,微信视频号-大模型高级工程师 1.负责视频号推荐的产品和算法需求，包括线上推荐策略开发、模型特征开发、数据与画像开发等工作； 2.负责视频号推荐后台的架构优化，降低请求延迟和计算成本，提升推荐效果； 3.负责视频号推荐后台组件的开发，支持短视频推荐、直播推荐、红点推荐、订阅号场景视频推荐等业务。 1.计算机相关专业本科及以上学历，2年以上开发工作经验； 2.熟悉 Linux 开发环境，熟练掌握一门编程语言（C/C++等），熟悉数据结构与算法，擅长用编程解决问题，熟练掌握至少一门脚本语言（shell/python等）； 3.熟悉深度学习相关框架如tensorflow、caffe、pytorch，有底层框架优化且开源经验优先；具备扎实数学/算法功底，对机器学习、概率统计等算法原理有所了解者优先；有搜索/广告/推荐场景优化主流深度学习框架（如tensorflow）经验者优先；有推荐/搜索/广告系统服务架构研发经验者优先；有类ACM/ICPC算法竞赛背景者优先；具备海量数据处理和并行计算开发经验者优先。,2026-07-20T14:33:38+08:00
tencent_careers:1976121928498438144:skill:5,tencent_careers:1976121928498438144,tencent_careers,Tencent Careers,Deep Learning,微信视频号-大模型高级工程师 1.负责视频号推荐的产品和算法需求，包括线上推荐策略开发、模型特征开发、数据与画像开发等工作； 2.负责视频号推荐后台的架构优化，降低请求延迟和计算成本，提升推荐效果； 3.负责视频号推荐后台组件的开发，支持短视频推荐、直播推荐、红点推荐、订阅号场景视频推荐等业务。 1.计算机相关专业本科及以上学历，2年以上开发工作经验； 2.熟悉 Linux 开发环境，熟练掌握一门编程语言（C/C++等），熟悉数据结构与算法，擅长用编程解决问题，熟练掌握至少一门脚本语言（shell/python等）； 3.熟悉深度学习相关框架如tensorflow、caffe、pytorch，有底层框架优化且开源经验优先；具备扎实数学/算法功底，对机器学习、概率统计等算法原理有所了解者优先；有搜索/广告/推荐场景优化主流深度学习框架（如tensorflow）经验者优先；有推荐/搜索/广告系统服务架构研发经验者优先；有类ACM/ICPC算法竞赛背景者优先；具备海量数据处理和并行计算开发经验者优先。,2026-07-20T14:33:38+08:00
tencent_careers:1976121928498438144:skill:6,tencent_careers:1976121928498438144,tencent_careers,Tencent Careers,LLM,微信视频号-大模型高级工程师 1.负责视频号推荐的产品和算法需求，包括线上推荐策略开发、模型特征开发、数据与画像开发等工作； 2.负责视频号推荐后台的架构优化，降低请求延迟和计算成本，提升推荐效果； 3.负责视频号推荐后台组件的开发，支持短视频推荐、直播推荐、红点推荐、订阅号场景视频推荐等业务。 1.计算机相关专业本科及以上学历，2年以上开发工作经验； 2.熟悉 Linux 开发环境，熟练掌握一门编程语言（C/C++等），熟悉数据结构与算法，擅长用编程解决问题，熟练掌握至少一门脚本语言（shell/python等）； 3.熟悉深度学习相关框架如tensorflow、caffe、pytorch，有底层框架优化且开源经验优先；具备扎实数学/算法功底，对机器学习、概率统计等算法原理有所了解者优先；有搜索/广告/推荐场景优化主流深度学习框架（如tensorflow）经验者优先；有推荐/搜索/广告系统服务架构研发经验者优先；有类ACM/ICPC算法竞赛背景者优先；具备海量数据处理和并行计算开发经验者优先。,2026-07-20T14:33:38+08:00
tencent_careers:1976121928498438144:skill:7,tencent_careers:1976121928498438144,tencent_careers,Tencent Careers,Product,微信视频号-大模型高级工程师 1.负责视频号推荐的产品和算法需求，包括线上推荐策略开发、模型特征开发、数据与画像开发等工作； 2.负责视频号推荐后台的架构优化，降低请求延迟和计算成本，提升推荐效果； 3.负责视频号推荐后台组件的开发，支持短视频推荐、直播推荐、红点推荐、订阅号场景视频推荐等业务。 1.计算机相关专业本科及以上学历，2年以上开发工作经验； 2.熟悉 Linux 开发环境，熟练掌握一门编程语言（C/C++等），熟悉数据结构与算法，擅长用编程解决问题，熟练掌握至少一门脚本语言（shell/python等）； 3.熟悉深度学习相关框架如tensorflow、caffe、pytorch，有底层框架优化且开源经验优先；具备扎实数学/算法功底，对机器学习、概率统计等算法原理有所了解者优先；有搜索/广告/推荐场景优化主流深度学习框架（如tensorflow）经验者优先；有推荐/搜索/广告系统服务架构研发经验者优先；有类ACM/ICPC算法竞赛背景者优先；具备海量数据处理和并行计算开发经验者优先。,2026-07-20T14:33:38+08:00
tencent_careers:1976121928498438144:skill:8,tencent_careers:1976121928498438144,tencent_careers,Tencent Careers,Design,微信视频号-大模型高级工程师 1.负责视频号推荐的产品和算法需求，包括线上推荐策略开发、模型特征开发、数据与画像开发等工作； 2.负责视频号推荐后台的架构优化，降低请求延迟和计算成本，提升推荐效果； 3.负责视频号推荐后台组件的开发，支持短视频推荐、直播推荐、红点推荐、订阅号场景视频推荐等业务。 1.计算机相关专业本科及以上学历，2年以上开发工作经验； 2.熟悉 Linux 开发环境，熟练掌握一门编程语言（C/C++等），熟悉数据结构与算法，擅长用编程解决问题，熟练掌握至少一门脚本语言（shell/python等）； 3.熟悉深度学习相关框架如tensorflow、caffe、pytorch，有底层框架优化且开源经验优先；具备扎实数学/算法功底，对机器学习、概率统计等算法原理有所了解者优先；有搜索/广告/推荐场景优化主流深度学习框架（如tensorflow）经验者优先；有推荐/搜索/广告系统服务架构研发经验者优先；有类ACM/ICPC算法竞赛背景者优先；具备海量数据处理和并行计算开发经验者优先。,2026-07-20T14:33:38+08:00
tencent_careers:2077357429917659136:skill:1,tencent_careers:2077357429917659136,tencent_careers,Tencent Careers,Marketing,《三角洲行动》-电竞宣发运营 1.基于《三角洲行动》职业电竞整体目标，制定国内职业联赛及全球赛事品牌方案、宣发策略与传播规划，提炼并沉淀赛事核心品牌精神与价值主张； 2.统筹赛事各关键节点宣发节奏、内容规划及核心物料产出，包含品牌视觉、赛事宣传片、选手及战队创意素材、赛事热点物料等； 3.协同赛事生态、内容营销、直播运营等模块，制定整合传播方案，共同提升观赛数据与赛事影响力，对整体传播效果、数据表现与用户口碑负责； 4.负责赛事重大线下活动的宣发统筹、体验设计与现场执行。 1.本科及以上学历，具备电竞赛事宣发或传统体育赛事相关工作经验； 2.热爱《三角洲行动》与电竞行业，对FPS品类有深度理解，对全球电竞及传统体育赛事有较深的研究和思考； 3.对于赛事具有敏锐嗅觉，能精准把握核心赛事用户的需求与内容偏好，具备以玩家为中心的服务意识； 4.拥有优秀的策略思维、审美能力、创意落地能力与项目统筹能力，具备高度主人翁意识，可高效推动跨部门大型项目协同； 5.能适应电竞敏捷快速的工作节奏，接受赛事期间弹性工作与差旅。英语听说流利，可胜任国际沟通与海外赛事协作者优先。,2026-07-20T14:33:38+08:00
tencent_careers:2077357429917659136:skill:2,tencent_careers:2077357429917659136,tencent_careers,Tencent Careers,Design,《三角洲行动》-电竞宣发运营 1.基于《三角洲行动》职业电竞整体目标，制定国内职业联赛及全球赛事品牌方案、宣发策略与传播规划，提炼并沉淀赛事核心品牌精神与价值主张； 2.统筹赛事各关键节点宣发节奏、内容规划及核心物料产出，包含品牌视觉、赛事宣传片、选手及战队创意素材、赛事热点物料等； 3.协同赛事生态、内容营销、直播运营等模块，制定整合传播方案，共同提升观赛数据与赛事影响力，对整体传播效果、数据表现与用户口碑负责； 4.负责赛事重大线下活动的宣发统筹、体验设计与现场执行。 1.本科及以上学历，具备电竞赛事宣发或传统体育赛事相关工作经验； 2.热爱《三角洲行动》与电竞行业，对FPS品类有深度理解，对全球电竞及传统体育赛事有较深的研究和思考； 3.对于赛事具有敏锐嗅觉，能精准把握核心赛事用户的需求与内容偏好，具备以玩家为中心的服务意识； 4.拥有优秀的策略思维、审美能力、创意落地能力与项目统筹能力，具备高度主人翁意识，可高效推动跨部门大型项目协同； 5.能适应电竞敏捷快速的工作节奏，接受赛事期间弹性工作与差旅。英语听说流利，可胜任国际沟通与海外赛事协作者优先。,2026-07-20T14:33:38+08:00
tencent_careers:1989636703048065024:skill:1,tencent_careers:1989636703048065024,tencent_careers,Tencent Careers,Python,微信小店-商品推荐生态治理运营 1.负责商品推荐生态治理有关项目，保障推荐系统的信息安全、商品质量与用户体验； 2.通过深入与层面的分析评估，负责类制定商品分级分类标准，对接审核与算法、后台进行落地，确保审核与算法可理解可执行； 3.理解商品生命周期和行业差异，能基于具体场景和用户需求，围绕效率、体验、健康持续等角度制定商品运营方案； 4.搭建对应项目的指标体系、审核体系与相关策略。 1.优先考虑具有平台商品画风治理、标准制定等相关工作经验的候选人； 2.擅长数据分析，熟练掌握SQL、Python等数据分析工具；逻辑思维能力强，分析问题和总结归纳； 3.有较好的行业洞察、业务创新能力，善于发现问题； 4.熟悉推荐系统的运作机制，能够与前后端开发、策略算法等不同职位同学有效沟通和协作，推进工作。,2026-07-20T14:33:38+08:00
tencent_careers:1989636703048065024:skill:2,tencent_careers:1989636703048065024,tencent_careers,Tencent Careers,SQL,微信小店-商品推荐生态治理运营 1.负责商品推荐生态治理有关项目，保障推荐系统的信息安全、商品质量与用户体验； 2.通过深入与层面的分析评估，负责类制定商品分级分类标准，对接审核与算法、后台进行落地，确保审核与算法可理解可执行； 3.理解商品生命周期和行业差异，能基于具体场景和用户需求，围绕效率、体验、健康持续等角度制定商品运营方案； 4.搭建对应项目的指标体系、审核体系与相关策略。 1.优先考虑具有平台商品画风治理、标准制定等相关工作经验的候选人； 2.擅长数据分析，熟练掌握SQL、Python等数据分析工具；逻辑思维能力强，分析问题和总结归纳； 3.有较好的行业洞察、业务创新能力，善于发现问题； 4.熟悉推荐系统的运作机制，能够与前后端开发、策略算法等不同职位同学有效沟通和协作，推进工作。,2026-07-20T14:33:38+08:00
tencent_careers:1989636703048065024:skill:3,tencent_careers:1989636703048065024,tencent_careers,Tencent Careers,Security,微信小店-商品推荐生态治理运营 1.负责商品推荐生态治理有关项目，保障推荐系统的信息安全、商品质量与用户体验； 2.通过深入与层面的分析评估，负责类制定商品分级分类标准，对接审核与算法、后台进行落地，确保审核与算法可理解可执行； 3.理解商品生命周期和行业差异，能基于具体场景和用户需求，围绕效率、体验、健康持续等角度制定商品运营方案； 4.搭建对应项目的指标体系、审核体系与相关策略。 1.优先考虑具有平台商品画风治理、标准制定等相关工作经验的候选人； 2.擅长数据分析，熟练掌握SQL、Python等数据分析工具；逻辑思维能力强，分析问题和总结归纳； 3.有较好的行业洞察、业务创新能力，善于发现问题； 4.熟悉推荐系统的运作机制，能够与前后端开发、策略算法等不同职位同学有效沟通和协作，推进工作。,2026-07-20T14:33:38+08:00
tencent_careers:1989636703048065024:skill:4,tencent_careers:1989636703048065024,tencent_careers,Tencent Careers,Marketing,微信小店-商品推荐生态治理运营 1.负责商品推荐生态治理有关项目，保障推荐系统的信息安全、商品质量与用户体验； 2.通过深入与层面的分析评估，负责类制定商品分级分类标准，对接审核与算法、后台进行落地，确保审核与算法可理解可执行； 3.理解商品生命周期和行业差异，能基于具体场景和用户需求，围绕效率、体验、健康持续等角度制定商品运营方案； 4.搭建对应项目的指标体系、审核体系与相关策略。 1.优先考虑具有平台商品画风治理、标准制定等相关工作经验的候选人； 2.擅长数据分析，熟练掌握SQL、Python等数据分析工具；逻辑思维能力强，分析问题和总结归纳； 3.有较好的行业洞察、业务创新能力，善于发现问题； 4.熟悉推荐系统的运作机制，能够与前后端开发、策略算法等不同职位同学有效沟通和协作，推进工作。,2026-07-20T14:33:38+08:00
tencent_careers:1610171352088584192:skill:1,tencent_careers:1610171352088584192,tencent_careers,Tencent Careers,Product,腾讯云汽车行业高级大客户销售经理 1.负责汽车行业客户的销售/客户管理工作； 2.面向汽车行业客户，包括：主机厂，TierTier2以及自动驾驶初创公司等进行业务拓展，拓展领域包括但不限于：智能汽车云，导航和地图服务以及车联网业务；完成公司的业绩指标； 3.客户关系发展与维护，建设与管理腾讯公司与客户的长期、信任的合作关系； 4.承担并完成年度销售业绩指标，与售前团队协作，发掘商机，管理商机销售漏斗，完成商务谈判、合同签订、合同回款等工作； 5.善协作：协调内部产研/项目等资源，及时高效协助解决重大客户需求或投诉，维持客户满意度和忠诚度。 1.销售相关专业大学本科以上学历，3年及以上KA销售经验； 2.具备云计算销售经验的候选人优先：熟悉云产品，了解主流云产品的特色和差异竞争点，有云项目的成功经验； 3.具备地图销售经验的候选人优先； 4.优秀的沟通表达能力，熟练掌握商务英语的候选人优先。,2026-07-20T14:33:38+08:00
tencent_careers:2077945294397550592:skill:1,tencent_careers:2077945294397550592,tencent_careers,Tencent Careers,Product,腾讯元宝AI用户研究经理 1.工作内容； 2.支持元宝各产品能力方向的调研项目，涵盖但不限于产品交互与使用体验、品牌市场研究与追踪等，为不同阶段、不同类型的产品决策提供用户视角的洞察； 3.深入对接业务需求，独立设计调研方案与问卷，确保研究能够回答业务关注的核心问题点，为业务决策提供支持； 4.独立推进用户研究项目的落地执行，保证研究过程规范，产出有价值、可落地的研究洞察； 5.搭建并沉淀常态化的用户调研机制与工具，借助AI工具，持续提升研究效率，以更敏捷灵活的方式快速捕捉用户反馈。 1.3年 + 相关工作经验，具有AI相关的用户调研经验优先； 2.国内外优秀院校的心理学、社会学、统计学等专业优先； 3.期望拥有旺盛的好奇心、强大的学习能力、和追求卓越的自驱力； 4.良好的沟通合作能力，能够以书面和口头报告的形式清晰表达观点和思考逻辑； 5.具备中英文听、说、读、写能力优先； 6.对 AI 产品、技术趋势等有进行过专项研究经验的优先。,2026-07-20T14:33:38+08:00
